website,city,name,zip,started,accredited,bbb_url,phone,state,contact/0/contacts,contact/1/contacts,bbb_opened,email,alternates,rating,host_email/0,host_email/1,management/0/managers,entity_type,categories/0/categories,host_email/2,has_fb,contact/2/contacts,contact/3/contacts,contact/4/contacts,host_email/3,host_email/4,host_email/5,host_email/6,host_email/7,host_email/8,host_email/9,host_email/10,host_email/11,host_email/12,host_email/13,host_email/14,host_email/15,host_email/16,url,address,management/0/manager,management/1/manager,management/2/manager,management/3/manager,management/4/manager,management/5/manager,management/6/manager,management/7/manager,management/8/manager,categories/1/categories,categories/2/categories,categories/3/categories,categories/4/categories,categories/5/categories,categories/6/categories,categories/7/categories,management/9/manager,management/10/manager,management/11/manager,categories/8/categories,categories/9/categories,categories/10/categories,categories/11/categories,categories/12/categories,categories/13/categories,categories/14/categories,categories/15/categories,management/0/management,management/1/management,management/2/management,categories/16/categories,categories/17/categories,categories/18/categories,categories/19/categories,categories/20/categories,categories/21/categories,categories/22/categories,categories/23/categories,categories/24/categories,management/3/management,management/4/management,management/12/manager,management/13/manager,management/14/manager,categories/25/categories,categories/26/categories,categories/27/categories,categories/28/categories,categories/29/categories,categories/30/categories,categories/31/categories,categories/32/categories,categories/33/categories,categories/34/categories,categories/35/categories,categories/36/categories,management/15/manager,management/16/manager,management/17/manager,management/18/manager,management/5/management,categories/37/categories,host_email/17,management/6/management,management/7/management
http://www.coastvalleymoving.com,San Clemente,Coast Valley Moving and Storage Inc,92673,4/30/74,1989,http://www.bbb.org/sdoc/business-reviews/moving-and-storage-company/coast-valley-moving-and-storage-inc-in-san-clemente-ca-15531,949-361-7500,CA,"Customer Contact: Mr. Edgar Steven Flores, VP","Principal: Mr. Ken Merrill Hite, President/CEO",,coastvalleymvg@yahoo.com,Moving Companies,A+,,,"Mr. Ken Merrill Hite, President/CEO",The number is 87113.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://gjmoving.com,Lorton,G & J Moving LLC,22079,2/1/10,2012,http://www.bbb.org/washington-dc-eastern-pa/business-reviews/movers/g-j-moving-llc-in-lorton-va-235987166,703-608-1496,VA,"Principal: Mr. Alexander Yakimovich, Owner",,10-Feb-12,info@gjmoving.com,,A+,,,Business incorporated 01/01/2010 in VA,Limited Liability Company (LLC),Warehouses - Cold Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.wheatonworldwide.com,Indianapolis,Wheaton World Wide Moving,46250,1/1/45,1968,http://www.bbb.org/indy/business-reviews/movers/wheaton-world-wide-moving-in-indianapolis-in-22485,800-248-7962,IN,"Principal: Mr. Stephen F Burns, Chairman of the Board","Customer Contact: Ms. Kathy Kendall, Director, Claims & Consumer Affairs",21-May-08,NULL,Movers,A+,wheatoncustomercare@wvlcorp.com,,"Mr. Stephen F Burns, Chairman of the Board",Corporation,Used Household and Office Goods Moving (NAICS: 484210),,,"Principal: Mr. Mark Kirschner, CEO","Principal: Mr. AJ Schneider, Executive Vice President",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.donerightmoving.com/,Lincolnwood,"Done Right Moving & Storage, Inc.",60712,1/1/03,2008,http://www.bbb.org/chicago/business-reviews/movers/done-right-moving-storage-inc-in-lincolnwood-il-88276146,312-854-5555,IL,"Customer Contact: Ms. Sharon Benzaken, General Manager","Principal: Ms. Kimmy Smith, Office Manager",7-Aug-08,kimmy@donerightmoving.com,,A+,,,Business incorporated 03/06/2008 in IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.burkemoving.com,Cheyenne,Burke Moving & Storage,82007,1/1/36,2011,http://www.bbb.org/wyoming-and-northern-colorado/business-reviews/movers/burke-moving-storage-in-cheyenne-wy-46009655,307-635-3608,WY,"Principal: Mr. Bryan Scadden, Owner",,16-Aug-06,scadbert@gmail.com,,A+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.mcdermottmoving.com,Independence,"McDermott Moving Company, LLC",64050,1/1/68,1993,http://www.bbb.org/kansas-city/business-reviews/movers/mcdermott-moving-company-llc-in-independence-mo-93010058,816-254-2443,MO,"Principal: Mr. Thomas McDermott, Co Owner",,27-Jan-93,NULL,,A+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.roadwayvanlines.com,Rockville,Roadway Van Lines Inc,20852,2/2/08,2008,http://www.bbb.org/washington-dc-eastern-pa/business-reviews/movers/roadway-van-lines-inc-in-rockville-md-141342546,888-878-4922,MD,"Principal: Ms. Tasha O'Neil, Translocation Engineer",,5-Sep-08,roadwayvanlines@roadwayvanlines.com,Moving tips - General,A,,,Business incorporated 02/02/2008 in MD,Corporation,Movers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.lawtonmoving.com,Warwick,Lawton Moving & Storage,2888,1/1/45,2010,http://www.bbb.org/boston/business-reviews/movers/lawton-moving-storage-in-warwick-ri-104942,401-861-6699,RI,"Principal: Mr. Christopher Lawton, Vice President","Principal: Ms. Maddeline Lawton, President",1-Mar-75,lawtonmoving@cox.net,Moving,A+,,,"Mr. Christopher Lawton, Vice President",Corporation,,,,"Principal: Mr. William Lawton, Treasurer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.airvan.net,Boise,Air Van Moving Group,83705,1/1/60,1962,http://www.bbb.org/snakeriver/business-reviews/movers/air-van-moving-group-in-boise-id-10281,208-345-3030,ID,"Principal: Mr. Ray Rice, General Manager",,1-Apr-68,NULL,,A+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.yelp.com/biz/dose-moving-Scottsdale-3,Scottsdale,Dose Moving,85254,1/16/14,2015,http://www.bbb.org/phoenix/business-reviews/movers/dose-moving-in-scottsdale-az-1000033385,480-492-9272,AZ,"Principal: Ms. Marilee Dose, Member","All Major Credit Cards, Check and Cash",16-Jul-14,dosemoving@gmail.com,,A,,,"Ms. Marilee Dose, Member",Limited Liability Company (LLC),Seniors Moving & Delivery Services,stars_map_30x30@2x.png,Facebook,,,,annotation_star@2x.png,empty_profile@2x.png,directions_highlighted@2x.png,stars_map@2x.png,header_logo@2x.png,150x150_healthalert@2x.png,tablet_logo@2x.png,throbber@2x.gif,alert_sign@2x.png,header_stars@2x.png,stars_map_gray@2x.png,mobile_logo@2x.png,biz_header_logo@2x.png,directions@2x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.officemovingboston.com,Framingham,"Advanced Storage & Transportation, Inc.",1701,1/1/91,1986,http://www.bbb.org/boston/business-reviews/moving-and-storage-company/advanced-storage-transportation-inc-in-framingham-ma-6408,508-877-6600,MA,"Principal: Mr. Peter J. Griffin, President",,1-Jan-91,NULL,Read Before You Sign,A+,peter@astnow.com,,"Mr. Peter J. Griffin, President",Corporation,,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.emsmoving.com,Chicago,EMS Moving,60614,1/1/03,2008,http://www.bbb.org/chicago/business-reviews/movers/ems-moving-in-chicago-il-88260020,773-248-3200,IL,"Principal: Mr. Michael Polakoff, President",,27-Dec-07,info@emsmoving.com,"Brian Santostefano, Vice President of Sales",A+,,,Business incorporated 04/19/2005 in IL,Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dansrelocators.net,Warrenville,Dan's Relocators Inc,60555,12/11/89,2013,http://www.bbb.org/chicago/business-reviews/moving-and-storage-company/dan-s-relocators-inc-in-warrenville-il-27000199,630-675-1336,IL,"Principal: Mr. Daniel L. Fleming, Owner",,10-Jul-92,NULL,"Mr. Daniel L. Fleming, Owner",A+,,,Business incorporated 04/02/1998 in IL,Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.valleymovingstorageinc.com,Cincinnati,Valley Moving & Storage Inc.,45215,1/10/50,1999,http://www.bbb.org/cincinnati/business-reviews/movers/valley-moving-storage-inc-in-cincinnati-oh-4205,513-733-5075,OH,"Principal: Mr. David A. Johnston, Owner",,21-Oct-87,valleymovers13@gmail.com,"Moving, Interstate",A+,,,"Mr. David A. Johnston, Owner",Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.obriens-moving.com,Allentown,O'Brien's Glose Moving & Storage,18106,1/2/28,1989,http://www.bbb.org/washington-dc-eastern-pa/business-reviews/moving-and-storage-company/o-brien-s-glose-moving-storage-in-allentown-pa-50006305,610-391-8300,PA,"Principal: Mr. Ricky T. Christ, President",,1-Sep-77,admin@obriens-moving.com,O'Brien's Moving & Storage,A+,,,Business incorporated 07/14/1967 in PA,Corporation,Relocation Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.jsmoothmove.com,Gilbert,Joe's Smooth Move,85234,2/1/06,2014,http://www.bbb.org/phoenix/business-reviews/movers/joe-s-smooth-move-in-gilbert-az-97027827,602-331-3501,AZ,"Principal: Mr. Oliver J. Parsons, Member",,12-Mar-08,joessmoothmove@gmail.com,,A+,,,"Mr. Oliver J. Parsons, Member",Limited Liability Company (LLC),Moving Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.mylocalpods.com/,Oxnard,PODS Inc.,93030,,2005,http://www.bbb.org/santa-barbara/business-reviews/storage-units-household-and-commercial/pods-inc-in-oxnard-ca-5003018,805-644-6503,CA,,,,NULL,,,,,,,,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ncoastallied.com,Bellevue,North Coast Moving & Storage Company LLC,98005,,1992,http://www.bbb.org/western-washington/business-reviews/movers/north-coast-moving-storage-company-llc-in-bellevue-wa-511407,425-643-2100,WA,,,,NULL,,,,,,,,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.terrymovingoc.com,Lake Forest,"Terry Moving and Storage, Inc.",92630,5/8/96,1994,http://www.bbb.org/sdoc/business-reviews/moving-and-storage-company/terry-moving-and-storage-inc-in-lake-forest-ca-13010159,866-648-6683,CA,Principal: Mr. Mark Terry,,19-Sep-13,NULL,Moving Companies,A+,,,Business incorporated 02/25/2002 in CA,The number is 649215.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.mountainmovingstorage.com,Phoenix,Mountain Moving & Storage Company,85019,2/1/88,2008,http://www.bbb.org/phoenix/business-reviews/movers/mountain-moving-storage-company-in-phoenix-az-26000881,602-254-3548,AZ,"Principal: Mr. Paul Kavanaugh, President",,1-Dec-88,NULL,,A+,mmcompany3@msn.com,,"Mr. Paul Kavanaugh, President",Corporation,Storage Units - Household & Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://westmovingandhauling.com/,Leslie,West Moving and Hauling,31764,1/1/10,2011,http://www.bbb.org/columbus-georgia/business-reviews/movers/west-moving-and-hauling-in-leslie-ga-91802855,229-815-7796,GA,"Principal: Mr. Oscar West, President",,2-Mar-11,westmovingandhauling@gmail.com,Moving Companies,A+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.abqmoving.com,Albuquerque,"Albuquerque Moving & Storage Co., Inc.",87113,1/1/68,2014,http://www.bbb.org/new-mexico-southwest-colorado/business-reviews/movers/albuquerque-moving-storage-co-inc-in-albuquerque-nm-804,505-823-1441,NM,"Customer Contact: Mr. Notah Howe, Operations Manager",,1-Mar-68,NULL,,A+,help@psicomputing.com,,Business incorporated 05/16/1960 in NM,The number is 901104.,Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.allied.com/local/Las-Cruces-Moving-Company.html,Las Cruces,The Moving Company,88005,1/1/69,2006,http://www.bbb.org/new-mexico-southwest-colorado/business-reviews/movers/the-moving-company-in-las-cruces-nm-14919,575-524-7768,NM,"Principal: Ms. Christy Thomas, General Manager",,26-Sep-88,NULL,,A+,themovco@aol.com,example@email.com,Business incorporated 10/11/1988 in NM,Corporation,Movers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.carmackmovingstorage.com,Dulles,"Carmack Moving & Storage, Inc",20166,1/19/85,2014,http://www.bbb.org/washington-dc-eastern-pa/business-reviews/movers/carmack-moving-storage-inc-in-dulles-va-4833,703-378-1616,VA,"Principal: Mr. Robert Carmack, Owner","We accept all major credit cards, money orders and cash. Checks acceptable for local moves and storage only.",1-Jan-94,info@carmackmoving.com,Moving tips - General,A+,,,Business incorporated 05/31/2006 in VA,Corporation,Moving Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.eagletrinaco.com,Lewiston,Eagle Transfer Trinaco Inc,83501,7/1/69,2015,http://www.bbb.org/eastern-washington/business-reviews/moving-and-storage-company/eagle-transfer-trinaco-inc-in-lewiston-id-64079396,208-746-7961,ID,"Principal: Mr. Bill McGarry, Vice President","Principal: Mrs. Milly McGarry, President",24-Sep-07,NULL,"Eagle Transfer/Trinaco, Inc.",A+,,,Business incorporated 02/22/1996 in ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.islandmovers.com,Honolulu,"Island Movers, Inc.",96817,7/1/58,1997,http://www.bbb.org/hawaii/business-reviews/movers/island-movers-inc-in-honolulu-hi-874,808-832-4000,HI,"Customer Contact: Ms. Greg Sakaguchi, Vice President","Principal: Mr. Donald Takaki, Chairman",24-Apr-85,NULL,MOVING/MOVERS,A+,,,Business incorporated 07/01/1958 in HI,The number is W20273012-01.,Corporation,im@islandmovers.com,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.lowellsvermontmoving.com,Williston,Lowell's Moving & Delivery,5495,12/30/97,2012,http://www.bbb.org/boston/business-reviews/movers/lowell-s-moving-delivery-in-williston-vt-125452,802-864-6900,VT,"Principal: Mr. Bruce Lowell, President","Customer Contact: Ms. Karen Morin, Office Manager",30-Sep-11,NULL,Moving,A+,info@lowellsmoving.com,,"Mr. Bruce Lowell, President",S Corporation,,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ArmadaMoving.com,Fort Collins,"Armada Moving Company, LLC",80521,2/11/15,2015,http://www.bbb.org/wyoming-and-northern-colorado/business-reviews/movers-office/armada-moving-company-llc-in-fort-collins-co-46091583,719-310-8326,CO,"Principal: Mr. Landon Webster, Owner","Cash, Card, and Check are all acceptable methods of payment.",15-Jun-15,info@armadamoving.com,"Fort Collins, Loveland, Windsor, Wellington, Laporte, Greeley, Evans, Eaton, Johnstown, Milliken, Berthoud, Estes Park, Firestone, Frederick, Dacono, Platteville, Longmont, Fort Lupton, Kersey, LaSalle, Leadville, Winter Park, Fraser, Silverthorne, Frisco, Breckenridge, Eagle, Vail, Edwards, Glenwood Springs, Carbondale, Basalt, Snowmass, Aspen, Steamboat Springs, Fort Morgan, Keensburg, Sterling, Julesburg, Meeker, Craig, Hayden, Grand Junction and State of Colorado.",NR,info@armadamoving.com,,"Mr. Landon Webster, Owner",Limited Liability Company (LLC),Movers,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.precisionmovingcompany.com,Somerville,Precision Moving Company,2143,1/1/04,2005,http://www.bbb.org/boston/business-reviews/movers/precision-moving-company-in-somerville-ma-98489,617-623-7700,MA,"Principal: Ms. Jennifer Smith, Owner",,18-Apr-06,booking@precisionmoving.com,Moving,A+,,,"Ms. Jennifer Smith, Owner",The number is 52180.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.move-northwest.com,Portland,Eastside Van & Storage Company,97206,1/1/27,1960,http://www.bbb.org/oregon/business-reviews/movers/eastside-van-storage-company-in-portland-or-50000678,503-777-4181,OR,"Principal: Ms. Karen Ashcraft, President",,16-Feb-60,info@move-northwest.com,Mayflower Transit,A+,,,Business incorporated 08/20/1957 in OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hilliard,S & S Moving Service,32046,1/1/06,,http://www.bbb.org/north-east-florida/business-reviews/movers/s-s-moving-service-in-hilliard-fl-163923806,904-482-2990,FL,"Principal: Mr. Tommy Sweat, Owner",,20-Jun-08,,MOVING AND STORAGE,A+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ronsmoving.com,Fairfax,Ron's Moving & Storage Inc.,22032,1/19/68,2007,http://www.bbb.org/washington-dc-eastern-pa/business-reviews/movers/ron-s-moving-storage-inc-in-fairfax-va-16271,703-273-0781,VA,"Principal: Mr. Ron Bouchard, President",,19-Dec-95,NULL,Moving tips - General,A+,info@murraysri.com,,"Mr. Ron Bouchard, President",Corporation,Movers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.halatham.com,Old Saybrook,H.A. Latham Moving & Storage,6475,1/1/23,2004,http://www.bbb.org/connecticut/business-reviews/moving-and-storage-company/h-a-latham-moving-storage-in-old-saybrook-ct-66000086,860-388-0261,CT,"Principal: Mr. Christopher Clark, Member",,11-Oct-02,ha_latham@yahoo.com,"Latham, H.A., Moving & Storage",A-,,,Business incorporated 05/03/2002 in CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sandercocktransfer.com/,San Luis Obispo,Sandercock Transfer & Storage,93401,1/1/72,2009,http://www.bbb.org/santa-barbara/business-reviews/movers/sandercock-transfer-storage-in-san-luis-obispo-ca-6000155,800-700-4402,CA,"Customer Contact: Ms. Candace Thoming, Customer Service",,26-Aug-97,ken@a1mover.com,Moving Companies,A+,,,,Corporation,MOVING & STORAGE COMPANY,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
